timestamp,open,close,change
2021-10-22,895.5,909.68,14.18
2021-10-21,856.0,894.0,38.0
2021-10-20,865.35,865.8,0.45
2021-10-19,877.53,864.27,-13.26
2021-10-18,851.79,870.11,18.32
2021-10-15,823.7384,843.03,19.292
2021-10-14,815.49,818.32,2.83
2021-10-13,810.47,811.08,0.61
2021-10-12,800.93,805.72,4.79
2021-10-11,787.65,791.94,4.29
2021-10-08,796.21,785.49,-10.72
2021-10-07,785.46,793.61,8.15
2021-10-06,776.2,782.75,6.55
2021-10-05,784.7962,780.59,-4.206
2021-10-04,796.5,781.53,-14.97
2021-10-01,778.4,775.22,-3.18
2021-09-30,781.0,775.48,-5.52
2021-09-29,779.8,781.31,1.51
2021-09-28,787.2,777.56,-9.64
2021-09-27,773.12,791.36,18.24
2021-09-24,745.89,774.39,28.5
2021-09-23,755.0,753.64,-1.36
2021-09-22,743.5263,751.94,8.414
2021-09-21,734.79,739.38,4.59
2021-09-20,734.5577,730.17,-4.388
2021-09-17,757.15,759.49,2.34
2021-09-16,752.83,756.99,4.16
2021-09-15,745.0,755.83,10.83
2021-09-14,742.57,744.49,1.92
2021-09-13,740.2143,743.0,2.786
2021-09-10,759.6,736.27,-23.33
2021-09-09,753.41,754.86,1.45
2021-09-08,761.58,753.87,-7.71
2021-09-07,740.0,752.92,12.92
2021-09-03,732.2494,733.57,1.321
2021-09-02,734.5,732.39,-2.11
2021-09-01,734.08,734.09,0.01
2021-08-31,733.0,735.72,2.72
2021-08-30,714.715,730.91,16.195
2021-08-27,705.0,711.92,6.92
2021-08-26,708.31,701.16,-7.15
2021-08-25,707.03,711.2,4.17
2021-08-24,710.68,708.49,-2.19
2021-08-23,685.442,706.3,20.858
2021-08-20,682.85,680.26,-2.59
2021-08-19,678.21,673.47,-4.74
2021-08-18,669.7479,688.99,19.242
2021-08-17,672.66,665.71,-6.95
2021-08-16,705.07,686.17,-18.9
2021-08-13,723.71,717.17,-6.54
2021-08-12,706.34,722.25,15.91
2021-08-11,712.71,707.82,-4.89
2021-08-10,713.99,709.99,-4.0
2021-08-09,710.17,713.76,3.59
2021-08-06,711.9,699.1,-12.8
2021-08-05,716.0,714.63,-1.37
2021-08-04,711.0,710.92,-0.08
2021-08-03,719.0,709.74,-9.26
2021-08-02,700.0,709.67,9.67
2021-07-30,671.758,687.2,15.442
2021-07-29,649.79,677.35,27.56
2021-07-28,646.995,646.98,-0.015
2021-07-27,663.4,644.78,-18.62
2021-07-26,650.97,657.62,6.65
2021-07-23,646.36,643.38,-2.98
2021-07-22,656.4428,649.26,-7.183
2021-07-21,659.61,655.29,-4.32
2021-07-20,651.99,660.5,8.51
2021-07-19,629.89,646.22,16.33
2021-07-16,654.68,644.22,-10.46
2021-07-15,658.39,650.6,-7.79
2021-07-14,670.75,653.38,-17.37
2021-07-13,686.32,668.54,-17.78
2021-07-12,662.2,685.7,23.5
