timestamp,open,close,change
2021-12-28,477.72,476.87,-0.85
2021-12-27,472.06,477.26,5.2
2021-12-23,468.75,470.6,1.85
2021-12-22,462.79,467.69,4.9
2021-12-21,458.61,463.06,4.45
2021-12-20,454.48,454.98,0.5
2021-12-17,461.55,459.87,-1.68
2021-12-16,472.57,466.45,-6.12
2021-12-15,463.42,470.6,7.18
2021-12-14,463.09,463.36,0.27
2021-12-13,470.19,466.57,-3.62
2021-12-10,469.23,470.74,1.51
2021-12-09,468.15,466.35,-1.8
2021-12-08,468.7,469.52,0.82
2021-12-07,464.41,468.28,3.87
2021-12-06,456.13,458.79,2.66
2021-12-03,459.17,453.42,-5.75
2021-12-02,450.73,457.4,6.67
2021-12-01,461.64,450.5,-11.14
2021-11-30,462.0,455.56,-6.44
2021-11-29,464.07,464.6,0.53
2021-11-26,462.34,458.97,-3.37
2021-11-24,466.06,469.44,3.38
2021-11-23,467.22,468.19,0.97
2021-11-22,470.89,467.57,-3.32
2021-11-19,469.61,468.89,-0.72
2021-11-18,469.24,469.73,0.49
2021-11-17,469.0,468.14,-0.86
2021-11-16,467.15,469.28,2.13
2021-11-15,468.64,467.43,-1.21
2021-11-12,465.12,467.27,2.15
2021-11-11,465.21,463.77,-1.44
2021-11-10,465.58,463.62,-1.96
2021-11-09,469.32,467.38,-1.94
2021-11-08,469.7,468.93,-0.77
2021-11-05,469.28,468.53,-0.75
2021-11-04,465.36,466.91,1.55
2021-11-03,461.3,464.72,3.42
2021-11-02,460.22,461.9,1.68
2021-11-01,460.3,460.04,-0.26
2021-10-29,455.87,459.25,3.38
2021-10-28,455.46,458.32,2.86
2021-10-27,456.45,453.94,-2.51
2021-10-26,457.2,455.96,-1.24
2021-10-25,454.28,455.55,1.27
2021-10-22,453.13,453.12,-0.01
2021-10-21,451.77,453.59,1.82
2021-10-20,451.13,452.41,1.28
2021-10-19,448.92,450.64,1.72
2021-10-18,443.97,447.19,3.22
2021-10-15,444.75,445.87,1.12
2021-10-14,439.08,442.5,3.42
2021-10-13,434.71,435.18,0.47
2021-10-12,435.67,433.62,-2.05
2021-10-11,437.16,434.69,-2.47
2021-10-08,439.48,437.86,-1.62
2021-10-07,438.39,438.66,0.27
2021-10-06,429.27,434.9,5.63
2021-10-05,430.24,433.1,2.86
2021-10-04,433.0,428.64,-4.36
2021-10-01,430.98,434.24,3.26
2021-09-30,436.02,429.14,-6.88
2021-09-29,435.19,434.45,-0.74
2021-09-28,439.69,433.72,-5.97
2021-09-27,442.81,442.64,-0.17
2021-09-24,441.44,443.91,2.47
2021-09-23,439.85,443.18,3.33
2021-09-22,436.05,437.86,1.81
2021-09-21,436.53,433.63,-2.9
2021-09-20,434.88,434.04,-0.84
2021-09-17,444.92,441.4,-3.52
2021-09-16,447.32,447.17,-0.15
2021-09-15,444.62,447.88,3.26
2021-09-14,448.12,444.17,-3.95
2021-09-13,448.64,446.58,-2.06
2021-09-10,451.04,445.44,-5.6
2021-09-09,450.7,448.98,-1.72
2021-09-08,450.89,450.91,0.02
2021-09-07,452.71,451.46,-1.25
2021-09-03,451.98,453.08,1.1
2021-09-02,453.32,453.19,-0.13
2021-09-01,452.56,451.8,-0.76
2021-08-31,452.13,451.56,-0.57
2021-08-30,450.97,452.23,1.26
2021-08-27,447.12,450.25,3.13
2021-08-26,448.61,446.26,-2.35
2021-08-25,448.17,448.91,0.74
2021-08-24,447.97,447.97,0.0
2021-08-23,445.16,447.26,2.1
2021-08-20,440.23,443.36,3.13
2021-08-19,436.27,439.86,3.59
2021-08-18,442.96,439.18,-3.78
2021-08-17,444.24,444.04,-0.2
2021-08-16,444.53,446.97,2.44
2021-08-13,445.59,445.92,0.33
2021-08-12,443.62,445.11,1.49
2021-08-11,443.82,443.78,-0.04
2021-08-10,442.61,442.68,0.07
2021-08-09,442.46,442.13,-0.33
2021-08-06,442.1,442.49,0.39
2021-08-05,440.22,441.76,1.54
2021-08-04,439.78,438.98,-0.8
2021-08-03,438.44,441.15,2.71
2021-08-02,440.34,437.59,-2.75
2021-07-30,437.91,438.51,0.6
2021-07-29,439.815,440.65,0.835
2021-07-28,439.68,438.83,-0.85
2021-07-27,439.91,439.01,-0.9
2021-07-26,439.31,441.02,1.71
2021-07-23,437.52,439.94,2.42
2021-07-22,434.74,435.46,0.72
2021-07-21,432.34,434.55,2.21
2021-07-20,425.68,431.06,5.38
2021-07-19,426.19,424.97,-1.22
2021-07-16,436.01,431.34,-4.67
2021-07-15,434.81,434.75,-0.06
2021-07-14,437.4,436.24,-1.16
2021-07-13,436.24,435.59,-0.65
2021-07-12,435.43,437.08,1.65
