timestamp,open,close,change
2022-04-25,89.86,90.69,0.83
2022-04-22,90.03,88.14,-1.89
2022-04-21,95.16,89.85,-5.31
2022-04-20,97.84,94.02,-3.82
2022-04-19,93.385,96.93,3.545
2022-04-18,92.03,93.89,1.86
2022-04-14,98.37,93.06,-5.31
2022-04-13,95.3,97.74,2.44
2022-04-12,98.78,95.1,-3.68
2022-04-11,98.6,97.37,-1.23
2022-04-08,102.51,101.0,-1.51
2022-04-07,103.92,103.72,-0.2
2022-04-06,104.45,103.67,-0.78
2022-04-05,109.685,106.82,-2.865
2022-04-04,109.97,110.53,0.56
2022-04-01,110.48,108.19,-2.29
2022-03-31,116.31,109.34,-6.97
2022-03-30,123.04,119.22,-3.82
2022-03-29,122.28,123.23,0.95
2022-03-28,117.7,120.24,2.54
2022-03-25,119.915,119.67,-0.245
2022-03-24,114.96,120.53,5.57
2022-03-23,114.29,113.92,-0.37
2022-03-22,115.43,114.78,-0.65
2022-03-21,113.73,115.92,2.19
2022-03-18,111.28,113.46,2.18
2022-03-17,112.14,111.69,-0.45
2022-03-16,111.6,115.37,3.77
2022-03-15,102.66,109.33,6.67
2022-03-14,102.99,102.25,-0.74
2022-03-11,108.13,104.29,-3.84
2022-03-10,108.89,106.46,-2.43
2022-03-09,108.41,111.05,2.64
2022-03-08,102.81,105.53,2.72
2022-03-07,108.53,102.95,-5.58
2022-03-04,112.0,108.41,-3.59
2022-03-03,118.13,111.98,-6.15
2022-03-02,115.47,118.28,2.81
2022-03-01,122.33,113.83,-8.5
2022-02-28,120.31,123.34,3.03
2022-02-25,117.16,121.06,3.9
2022-02-24,104.56,116.61,12.05
2022-02-23,117.4,109.76,-7.64
2022-02-22,115.27,115.65,0.38
2022-02-18,113.9,113.83,-0.07
2022-02-17,116.26,112.37,-3.89
2022-02-16,119.05,117.69,-1.36
2022-02-15,117.19,121.47,4.28
2022-02-14,115.51,114.27,-1.24
2022-02-11,126.14,113.18,-12.96
2022-02-10,128.84,125.77,-3.07
2022-02-09,129.6,132.85,3.25
2022-02-08,122.38,128.23,5.85
2022-02-07,123.56,123.67,0.11
2022-02-04,120.34,123.6,3.26
2022-02-03,120.32,120.08,-0.24
2022-02-02,129.89,122.76,-7.13
2022-02-01,116.75,116.78,0.03
2022-01-31,107.93,114.25,6.32
2022-01-28,101.55,105.24,3.69
2022-01-27,111.96,102.6,-9.36
2022-01-26,114.55,110.71,-3.84
2022-01-25,114.1,111.13,-2.97
2022-01-24,115.4,116.53,1.13
2022-01-21,120.14,118.81,-1.33
2022-01-20,126.04,121.89,-4.15
2022-01-19,133.55,128.27,-5.28
2022-01-18,134.5,131.93,-2.57
2022-01-14,131.68,136.88,5.2
2022-01-13,139.44,132.74,-6.7
2022-01-12,138.585,137.47,-1.115
2022-01-11,133.45,137.31,3.86
2022-01-10,129.08,132.0,2.92
2022-01-07,136.28,132.0,-4.28
2022-01-06,136.19,136.23,0.04
2022-01-05,142.815,136.15,-6.665
2022-01-04,151.01,144.42,-6.59
2022-01-03,145.135,150.24,5.105
2021-12-31,146.16,143.9,-2.26
2021-12-30,147.44,145.15,-2.29
2021-12-29,152.82,148.26,-4.56
2021-12-28,155.88,153.15,-2.73
2021-12-27,147.51,154.36,6.85
2021-12-23,143.89,146.14,2.25
2021-12-22,142.65,143.88,1.23
2021-12-21,138.185,144.25,6.065
2021-12-20,135.97,135.8,-0.17
2021-12-17,136.3,137.75,1.45
2021-12-16,147.0,138.64,-8.36
2021-12-15,135.11,146.5,11.39
2021-12-14,131.67,135.6,3.93
2021-12-13,138.25,133.8,-4.45
2021-12-10,141.29,138.55,-2.74
2021-12-09,145.16,138.1,-7.06
2021-12-08,144.96,145.24,0.28
2021-12-07,143.9,144.85,0.95
2021-12-06,141.135,139.06,-2.075
2021-12-03,151.645,144.01,-7.635
2021-12-02,147.675,150.68,3.005
2021-12-01,160.37,149.11,-11.26
2021-11-30,163.28,158.37,-4.91
2021-11-29,157.5,161.91,4.41
2021-11-26,155.8,154.81,-0.99
2021-11-24,149.46,157.8,8.34
2021-11-23,150.41,149.92,-0.49
2021-11-22,157.14,152.52,-4.62
2021-11-19,155.76,155.41,-0.35
2021-11-18,157.07,155.02,-2.05
2021-11-17,151.98,151.34,-0.64
2021-11-16,145.93,152.45,6.52
2021-11-15,148.0,146.49,-1.51
2021-11-12,146.025,147.89,1.865
2021-11-11,142.955,146.01,3.055
2021-11-10,143.93,139.87,-4.06
2021-11-09,154.01,148.92,-5.09
2021-11-08,137.7,150.16,12.46
2021-11-05,139.185,136.34,-2.845
2021-11-04,132.01,137.5,5.49
2021-11-03,127.75,130.53,2.78
2021-11-02,124.98,127.63,2.65
2021-11-01,119.45,125.23,5.78
2021-10-29,120.95,120.23,-0.72
2021-10-28,122.855,121.16,-1.695
2021-10-27,121.63,122.28,0.65
2021-10-26,122.99,122.93,-0.06
2021-10-25,120.515,122.36,1.845
2021-10-22,120.825,119.82,-1.005
2021-10-21,116.5,119.33,2.83
2021-10-20,116.29,116.39,0.1
2021-10-19,116.16,116.33,0.17
2021-10-18,111.9,116.43,4.53
2021-10-15,112.505,112.12,-0.385
2021-10-14,110.5,111.99,1.49
2021-10-13,106.275,109.16,2.885
2021-10-12,105.165,105.04,-0.125
2021-10-11,104.62,104.68,0.06
2021-10-08,106.55,105.06,-1.49
2021-10-07,104.6,106.45,1.85
2021-10-06,100.445,103.64,3.195
2021-10-05,100.92,101.81,0.89
2021-10-04,101.742,100.34,-1.402
2021-10-01,102.6,102.45,-0.15
2021-09-30,102.08,102.9,0.82
2021-09-29,102.295,100.35,-1.945
2021-09-28,106.835,101.52,-5.315
2021-09-27,105.065,108.16,3.095
2021-09-24,105.185,105.8,0.615
2021-09-23,104.89,106.15,1.26
2021-09-22,102.815,104.38,1.565
2021-09-21,102.15,102.82,0.67
2021-09-20,101.58,101.55,-0.03
2021-09-17,105.555,103.88,-1.675
2021-09-16,104.915,106.22,1.305
2021-09-15,106.0,105.6,-0.4
2021-09-14,105.52,105.73,0.21
2021-09-13,105.26,104.8,-0.46
2021-09-10,106.99,105.2,-1.79
2021-09-09,106.56,106.15,-0.41
2021-09-08,108.88,106.17,-2.71
2021-09-07,109.955,109.15,-0.805
2021-09-03,108.85,109.92,1.07
2021-09-02,110.32,109.2,-1.12
2021-09-01,111.3,109.99,-1.31
2021-08-31,111.26,110.72,-0.54
2021-08-30,112.61,111.32,-1.29
2021-08-27,108.01,111.4,3.39
2021-08-26,108.57,107.27,-1.3
2021-08-25,108.13,108.3,0.17
2021-08-24,109.45,107.65,-1.8
2021-08-23,105.295,108.77,3.475
2021-08-20,104.32,104.65,0.33
2021-08-19,103.315,103.7,0.385
2021-08-18,107.35,103.44,-3.91
2021-08-17,106.6435,107.56,0.916
2021-08-16,110.2,107.48,-2.72
2021-08-13,107.17,110.55,3.38
2021-08-12,107.39,106.5,-0.89
2021-08-11,107.6,107.68,0.08
2021-08-10,107.895,106.48,-1.415
2021-08-09,111.31,107.58,-3.73
2021-08-06,110.55,110.11,-0.44
2021-08-05,116.63,112.35,-4.28
2021-08-04,114.36,118.77,4.41
2021-08-03,108.15,112.56,4.41
2021-08-02,105.93,108.63,2.7
2021-07-30,101.6,106.19,4.59
2021-07-29,96.58,102.95,6.37
2021-07-28,93.44,97.93,4.49
2021-07-27,92.94,91.03,-1.91
2021-07-26,92.01,91.82,-0.19
2021-07-23,91.3484,92.15,0.802
2021-07-22,89.4,91.21,1.81
2021-07-21,87.25,89.41,2.16
2021-07-20,87.09,87.11,0.02
2021-07-19,84.99,86.58,1.59
